target_contact,receiver_contact,source_contact,value,unit
7,9,3,0.0008637688771263175,dimensionless
7,9,4,0.0003278360855323522,dimensionless
7,9,5,0.00039733825656267774,dimensionless
7,9,6,0.0027899500828703107,dimensionless
7,9,7,0.018344410982500697,dimensionless
7,9,8,0.0021411956001985777,dimensionless
7,9,9,-0.01762213882345407,dimensionless
8,1,1,0.013720946360123542,dimensionless
8,1,2,0.002037985502009143,dimensionless
8,1,3,0.008277275928266136,dimensionless
8,1,4,0.012681194147372555,dimensionless
8,1,5,0.03077876467416505,dimensionless
8,1,6,0.006200600590910595,dimensionless
8,1,7,0.01729714840945946,dimensionless
8,1,8,0.041556988189255885,dimensionless
8,1,9,-0.04033010472968271,dimensionless
8,2,1,-0.07549257321197098,dimensionless
8,2,2,-0.01751419135117737,dimensionless
8,2,3,-0.019861540845105854,dimensionless
8,2,4,0.12003714686245541,dimensionless
8,2,5,-0.07033894866491623,dimensionless
8,2,6,-0.031859125823822984,dimensionless
8,2,7,0.14039349352728597,dimensionless
8,2,8,0.025380718410443086,dimensionless
8,2,9,-0.02498518483319363,dimensionless
8,3,1,-0.09442839762207594,dimensionless
8,3,2,-0.021775224401342965,dimensionless
8,3,3,-0.028230426238844804,dimensionless
8,3,4,0.12693891564813414,dimensionless
8,3,5,-0.10661838461057137,dimensionless
8,3,6,-0.04101586899409381,dimensionless
8,3,7,0.1282373173609307,dimensionless
8,3,8,0.024594571726748993,dimensionless
8,3,9,-0.024649112238384757,dimensionless
8,4,1,-0.29357166077515573,dimensionless
8,4,2,-0.06305526833865292,dimensionless
8,4,3,-0.10336685922135547,dimensionless
8,4,4,0.28587429316046625,dimensionless
8,4,5,-0.4131770567835894,dimensionless
8,4,6,-0.12793088729502805,dimensionless
8,4,7,0.2784462306927293,dimensionless
8,4,8,0.031574000852973745,dimensionless
8,4,9,-0.03280643325263693,dimensionless
8,5,1,-0.23198820331819064,dimensionless
8,5,2,-0.050779424247215585,dimensionless
8,5,3,-0.07942969881678758,dimensionless
8,5,4,0.23623858057613484,dimensionless
8,5,5,-0.3548097778588091,dimensionless
8,5,6,-0.10194468056675429,dimensionless
8,5,7,0.2212725707095937,dimensionless
8,5,8,0.02827609912208095,dimensionless
8,5,9,-0.02879529275075013,dimensionless
8,6,1,0.039718739728726984,dimensionless
8,6,2,0.007484042222258056,dimensionless
8,6,3,0.02160167973831794,dimensionless
8,6,4,0.013246947752462145,dimensionless
8,6,5,0.12258948836586198,dimensionless
8,6,6,0.02015072625837996,dimensionless
8,6,7,0.05295577276957265,dimensionless
8,6,8,0.05960055327676322,dimensionless
8,6,9,-0.05875880331586437,dimensionless
8,7,1,0.021616959474588703,dimensionless
8,7,2,0.005356709543644965,dimensionless
8,7,3,0.001334400281668097,dimensionless
8,7,4,-0.05784059038081217,dimensionless
8,7,5,-0.012297356720550247,dimensionless
8,7,6,0.007252496806348333,dimensionless
8,7,7,-0.09445826235074062,dimensionless
8,7,8,0.06428751105401036,dimensionless
8,7,9,-0.06266510388108548,dimensionless
8,8,1,0.000776655581597934,dimensionless
8,8,2,0.00015709913186614076,dimensionless
8,8,3,0.0003603529704993351,dimensionless
8,8,4,-0.0001167207892832607,dimensionless
8,8,5,0.0019793468847435435,dimensionless
